periode,kecamatan,jumlah_penduduk,kasus,kasus_meninggal
5/2021,Gajah Mungkur,"60.243,0","0,0","0,0"
6/2021,Gajah Mungkur,"60.243,0","1,0","0,0"
7/2021,Gajah Mungkur,"60.243,0","0,0","0,0"
8/2021,Gajah Mungkur,"60.243,0","0,0","0,0"
9/2021,Gajah Mungkur,"60.243,0","0,0","0,0"
10/2021,Gajah Mungkur,"60.243,0","0,0","0,0"
11/2021,Gajah Mungkur,"60.243,0","0,0","0,0"
12/2021,Gajah Mungkur,"60.243,0","5,0","0,0"
1/2021,Gayamsari,"74.109,0","0,0","0,0"
2/2021,Gayamsari,"74.109,0","0,0","0,0"
3/2021,Gayamsari,"74.109,0","1,0","0,0"
4/2021,Gayamsari,"74.109,0","0,0","0,0"
5/2021,Gayamsari,"74.109,0","1,0","0,0"
6/2021,Gayamsari,"74.109,0","1,0","0,0"
7/2021,Gayamsari,"74.109,0","1,0","0,0"
8/2021,Gayamsari,"74.109,0","1,0","0,0"
9/2021,Gayamsari,"74.109,0","1,0","0,0"
10/2021,Gayamsari,"74.109,0","0,0","0,0"
11/2021,Gayamsari,"74.109,0","1,0","0,0"
12/2021,Gayamsari,"74.109,0","1,0","0,0"
1/2021,Genuk,"114.303,0","1,0","0,0"
2/2021,Genuk,"114.303,0","0,0","0,0"
3/2021,Genuk,"114.303,0","0,0","0,0"
4/2021,Genuk,"114.303,0","2,0","0,0"
5/2021,Genuk,"114.303,0","0,0","0,0"
6/2021,Genuk,"114.303,0","0,0","0,0"
7/2021,Genuk,"114.303,0","1,0","0,0"
8/2021,Genuk,"114.303,0","0,0","0,0"
9/2021,Genuk,"114.303,0","0,0","0,0"
10/2021,Genuk,"114.303,0","2,0","0,0"
11/2021,Genuk,"114.303,0","3,0","0,0"
12/2021,Genuk,"114.303,0","4,0","0,0"
1/2021,Gunungpati,"94.065,0","3,0","0,0"
2/2021,Gunungpati,"94.065,0","2,0","0,0"
3/2021,Gunungpati,"94.065,0","2,0","0,0"
4/2021,Gunungpati,"94.065,0","2,0","0,0"
5/2021,Gunungpati,"94.065,0","1,0","0,0"
6/2021,Gunungpati,"94.065,0","0,0","0,0"
7/2021,Gunungpati,"94.065,0","1,0","0,0"
8/2021,Gunungpati,"94.065,0","0,0","0,0"
9/2021,Gunungpati,"94.065,0","3,0","0,0"
10/2021,Gunungpati,"94.065,0","0,0","0,0"
11/2021,Gunungpati,"94.065,0","7,0","0,0"
12/2021,Gunungpati,"94.065,0","6,0","0,0"
1/2021,Mijen,"73.728,0","1,0","0,0"
2/2021,Mijen,"73.728,0","0,0","0,0"
3/2021,Mijen,"73.728,0","0,0","0,0"
4/2021,Mijen,"73.728,0","2,0","0,0"
5/2021,Mijen,"73.728,0","2,0","0,0"
6/2021,Mijen,"73.728,0","3,0","0,0"
7/2021,Mijen,"73.728,0","1,0","0,0"
8/2021,Mijen,"73.728,0","1,0","0,0"
9/2021,Mijen,"73.728,0","3,0","0,0"
10/2021,Mijen,"73.728,0","2,0","0,0"
11/2021,Mijen,"73.728,0","1,0","0,0"
12/2021,Mijen,"73.728,0","0,0","0,0"
1/2021,Ngaliyan,"138.525,0","0,0","0,0"
2/2021,Ngaliyan,"138.525,0","2,0","0,0"
3/2021,Ngaliyan,"138.525,0","5,0","0,0"
4/2021,Ngaliyan,"138.525,0","1,0","0,0"
5/2021,Ngaliyan,"138.525,0","2,0","1,0"
6/2021,Ngaliyan,"138.525,0","0,0","0,0"
7/2021,Ngaliyan,"138.525,0","0,0","0,0"
8/2021,Ngaliyan,"138.525,0","0,0","0,0"
9/2021,Ngaliyan,"138.525,0","7,0","1,0"
10/2021,Ngaliyan,"138.525,0","5,0","0,0"
11/2021,Ngaliyan,"138.525,0","15,0","1,0"
12/2021,Ngaliyan,"138.525,0","18,0","1,0"
1/2021,Pedurungan,"192.653,0","1,0","0,0"
2/2021,Pedurungan,"192.653,0","3,0","0,0"
3/2021,Pedurungan,"192.653,0","3,0","0,0"
4/2021,Pedurungan,"192.653,0","5,0","0,0"
5/2021,Pedurungan,"192.653,0","1,0","0,0"
6/2021,Pedurungan,"192.653,0","3,0","0,0"
7/2021,Pedurungan,"192.653,0","0,0","0,0"
8/2021,Pedurungan,"192.653,0","0,0","0,0"
9/2021,Pedurungan,"192.653,0","0,0","0,0"
10/2021,Pedurungan,"192.653,0","2,0","0,0"
11/2021,Pedurungan,"192.653,0","2,0","0,0"
12/2021,Pedurungan,"192.653,0","7,0","1,0"
1/2021,Semarang Barat,"159.222,0","1,0","0,0"
2/2021,Semarang Barat,"159.222,0","0,0","0,0"
3/2021,Semarang Barat,"159.222,0","3,0","0,0"
4/2021,Semarang Barat,"159.222,0","2,0","0,0"
5/2021,Semarang Barat,"159.222,0","4,0","0,0"
6/2021,Semarang Barat,"159.222,0","2,0","0,0"
7/2021,Semarang Barat,"159.222,0","0,0","0,0"
8/2021,Semarang Barat,"159.222,0","2,0","0,0"
9/2021,Semarang Barat,"159.222,0","1,0","0,0"
10/2021,Semarang Barat,"159.222,0","0,0","0,0"
11/2021,Semarang Barat,"159.222,0","4,0","0,0"
12/2021,Semarang Barat,"159.222,0","1,0","0,0"
1/2021,Semarang Selatan,"69.530,0","0,0","0,0"
2/2021,Semarang Selatan,"69.530,0","1,0","0,0"
3/2021,Semarang Selatan,"69.530,0","2,0","0,0"
4/2021,Semarang Selatan,"69.530,0","0,0","0,0"
5/2021,Semarang Selatan,"69.530,0","0,0","0,0"
6/2021,Semarang Selatan,"69.530,0","0,0","0,0"
7/2021,Semarang Selatan,"69.530,0","0,0","0,0"
8/2021,Semarang Selatan,"69.530,0","0,0","0,0"
9/2021,Semarang Selatan,"69.530,0","1,0","0,0"
10/2021,Semarang Selatan,"69.530,0","3,0","0,0"
11/2021,Semarang Selatan,"69.530,0","2,0","0,0"
12/2021,Semarang Selatan,"69.530,0","0,0","0,0"
1/2021,Semarang Tengah,"61.288,0","0,0","0,0"
2/2021,Semarang Tengah,"61.288,0","1,0","1,0"
3/2021,Semarang Tengah,"61.288,0","0,0","0,0"
4/2021,Semarang Tengah,"61.288,0","0,0","0,0"
5/2021,Semarang Tengah,"61.288,0","1,0","0,0"
6/2021,Semarang Tengah,"61.288,0","1,0","0,0"
7/2021,Semarang Tengah,"61.288,0","1,0","0,0"
8/2021,Semarang Tengah,"61.288,0","0,0","0,0"
9/2021,Semarang Tengah,"61.288,0","0,0","0,0"
10/2021,Semarang Tengah,"61.288,0","1,0","0,0"
11/2021,Semarang Tengah,"61.288,0","0,0","0,0"
12/2021,Semarang Tengah,"61.288,0","0,0","0,0"
1/2021,Semarang Timur,"73.546,0","1,0","0,0"
2/2021,Semarang Timur,"73.546,0","0,0","0,0"
3/2021,Semarang Timur,"73.546,0","1,0","0,0"
4/2021,Semarang Timur,"73.546,0","1,0","0,0"
5/2021,Semarang Timur,"73.546,0","1,0","0,0"
6/2021,Semarang Timur,"73.546,0","1,0","0,0"
7/2021,Semarang Timur,"73.546,0","0,0","0,0"
8/2021,Semarang Timur,"73.546,0","0,0","0,0"
9/2021,Semarang Timur,"73.546,0","0,0","0,0"
10/2021,Semarang Timur,"73.546,0","0,0","0,0"
11/2021,Semarang Timur,"73.546,0","1,0","0,0"
12/2021,Semarang Timur,"73.546,0","2,0","0,0"
1/2021,Semarang Utara,"126.148,0","1,0","0,0"
2/2021,Semarang Utara,"126.148,0","0,0","0,0"
3/2021,Semarang Utara,"126.148,0","0,0","0,0"
4/2021,Semarang Utara,"126.148,0","0,0","0,0"
5/2021,Semarang Utara,"126.148,0","0,0","0,0"
6/2021,Semarang Utara,"126.148,0","1,0","0,0"
7/2021,Semarang Utara,"126.148,0","0,0","0,0"
8/2021,Semarang Utara,"126.148,0","0,0","0,0"
9/2021,Semarang Utara,"126.148,0","0,0","0,0"
10/2021,Semarang Utara,"126.148,0","0,0","0,0"
11/2021,Semarang Utara,"126.148,0","0,0","0,0"
12/2021,Semarang Utara,"126.148,0","1,0","0,0"
1/2021,Tembalang,"178.914,0","4,0","1,0"
2/2021,Tembalang,"178.914,0","3,0","0,0"
3/2021,Tembalang,"178.914,0","7,0","0,0"
4/2021,Tembalang,"178.914,0","1,0","0,0"
5/2021,Tembalang,"178.914,0","6,0","0,0"
6/2021,Tembalang,"178.914,0","1,0","0,0"
7/2021,Tembalang,"178.914,0","2,0","0,0"
8/2021,Tembalang,"178.914,0","4,0","0,0"
9/2021,Tembalang,"178.914,0","4,0","0,0"
10/2021,Tembalang,"178.914,0","3,0","0,0"
11/2021,Tembalang,"178.914,0","10,0","0,0"
12/2021,Tembalang,"178.914,0","9,0","0,0"
1/2021,Tugu,"33.634,0","0,0","0,0"
2/2021,Tugu,"33.634,0","0,0","0,0"
3/2021,Tugu,"33.634,0","0,0","0,0"
4/2021,Tugu,"33.634,0","1,0","0,0"
5/2021,Tugu,"33.634,0","0,0","0,0"
6/2021,Tugu,"33.634,0","0,0","0,0"
7/2021,Tugu,"33.634,0","0,0","0,0"
8/2021,Tugu,"33.634,0","1,0","0,0"
9/2021,Tugu,"33.634,0","1,0","0,0"
10/2021,Tugu,"33.634,0","1,0","0,0"
11/2021,Tugu,"33.634,0","0,0","0,0"
12/2021,Tugu,"33.634,0","1,0","0,0"
1/2022,Banyumanik,"139.846,0","9,0","0,0"
2/2022,Banyumanik,"139.846,0","15,0","0,0"
3/2022,Banyumanik,"139.846,0","12,0","0,0"
4/2022,Banyumanik,"139.846,0","9,0","0,0"
5/2022,Banyumanik,"139.846,0","16,0","0,0"
6/2022,Banyumanik,"139.846,0","7,0","0,0"
7/2022,Banyumanik,"139.846,0","3,0","1,0"
8/2022,Banyumanik,"139.846,0","8,0","1,0"
9/2022,Banyumanik,"139.846,0","4,0","1,0"
10/2022,Banyumanik,"139.846,0","3,0","0,0"
11/2022,Banyumanik,"139.846,0","5,0","0,0"
12/2022,Banyumanik,"139.846,0","8,0","0,0"
1/2022,Candisari,"80.625,0","4,0","0,0"
2/2022,Candisari,"80.625,0","4,0","0,0"
3/2022,Candisari,"80.625,0","1,0","0,0"
4/2022,Candisari,"80.625,0","8,0","0,0"
5/2022,Candisari,"80.625,0","4,0","0,0"
6/2022,Candisari,"80.625,0","8,0","0,0"
7/2022,Candisari,"80.625,0","3,0","0,0"
8/2022,Candisari,"80.625,0","5,0","0,0"
9/2022,Candisari,"80.625,0","2,0","0,0"
10/2022,Candisari,"80.625,0","4,0","0,0"
11/2022,Candisari,"80.625,0","4,0","0,0"
12/2022,Candisari,"80.625,0","3,0","0,0"
1/2022,Gajah Mungkur,"60.243,0","6,0","0,0"
2/2022,Gajah Mungkur,"60.243,0","3,0","0,0"
3/2022,Gajah Mungkur,"60.243,0","1,0","0,0"
4/2022,Gajah Mungkur,"60.243,0","1,0","0,0"
5/2022,Gajah Mungkur,"60.243,0","0,0","0,0"
6/2022,Gajah Mungkur,"60.243,0","1,0","0,0"
7/2022,Gajah Mungkur,"60.243,0","3,0","1,0"
8/2022,Gajah Mungkur,"60.243,0","3,0","0,0"
9/2022,Gajah Mungkur,"60.243,0","1,0","0,0"
10/2022,Gajah Mungkur,"60.243,0","2,0","0,0"
11/2022,Gajah Mungkur,"60.243,0","2,0","0,0"
12/2022,Gajah Mungkur,"60.243,0","0,0","0,0"
1/2022,Gayamsari,"74.109,0","1,0","0,0"
2/2022,Gayamsari,"74.109,0","2,0","0,0"
3/2022,Gayamsari,"74.109,0","2,0","0,0"
4/2022,Gayamsari,"74.109,0","0,0","0,0"
5/2022,Gayamsari,"74.109,0","1,0","0,0"
6/2022,Gayamsari,"74.109,0","0,0","0,0"
7/2022,Gayamsari,"74.109,0","1,0","0,0"
8/2022,Gayamsari,"74.109,0","0,0","0,0"
9/2022,Gayamsari,"74.109,0","1,0","1,0"
10/2022,Gayamsari,"74.109,0","1,0","0,0"
11/2022,Gayamsari,"74.109,0","0,0","0,0"
12/2022,Gayamsari,"74.109,0","0,0","0,0"
1/2022,Genuk,"114.303,0","3,0","0,0"
2/2022,Genuk,"114.303,0","1,0","0,0"
3/2022,Genuk,"114.303,0","4,0","0,0"
4/2022,Genuk,"114.303,0","6,0","0,0"
5/2022,Genuk,"114.303,0","8,0","0,0"
6/2022,Genuk,"114.303,0","3,0","0,0"
7/2022,Genuk,"114.303,0","7,0","0,0"
8/2022,Genuk,"114.303,0","5,0","0,0"
9/2022,Genuk,"114.303,0","3,0","0,0"
10/2022,Genuk,"114.303,0","3,0","0,0"
11/2022,Genuk,"114.303,0","3,0","0,0"
12/2022,Genuk,"114.303,0","6,0","0,0"
1/2022,Gunungpati,"94.065,0","6,0","0,0"
2/2022,Gunungpati,"94.065,0","4,0","0,0"
3/2022,Gunungpati,"94.065,0","5,0","1,0"
4/2022,Gunungpati,"94.065,0","2,0","0,0"
5/2022,Gunungpati,"94.065,0","2,0","1,0"
6/2022,Gunungpati,"94.065,0","1,0","0,0"
7/2022,Gunungpati,"94.065,0","2,0","0,0"
8/2022,Gunungpati,"94.065,0","3,0","1,0"
9/2022,Gunungpati,"94.065,0","3,0","0,0"
10/2022,Gunungpati,"94.065,0","1,0","0,0"
11/2022,Gunungpati,"94.065,0","9,0","0,0"
12/2022,Gunungpati,"94.065,0","8,0","1,0"
1/2022,Mijen,"73.728,0","9,0","1,0"
2/2022,Mijen,"73.728,0","3,0","0,0"
3/2022,Mijen,"73.728,0","2,0","0,0"
4/2022,Mijen,"73.728,0","6,0","0,0"
5/2022,Mijen,"73.728,0","3,0","0,0"
6/2022,Mijen,"73.728,0","4,0","0,0"
7/2022,Mijen,"73.728,0","6,0","0,0"
8/2022,Mijen,"73.728,0","7,0","1,0"
9/2022,Mijen,"73.728,0","6,0","1,0"
10/2022,Mijen,"73.728,0","4,0","0,0"
11/2022,Mijen,"73.728,0","4,0","0,0"
12/2022,Mijen,"73.728,0","3,0","0,0"
1/2022,Ngaliyan,"138.525,0","20,0","1,0"
2/2022,Ngaliyan,"138.525,0","11,0","0,0"
3/2022,Ngaliyan,"138.525,0","5,0","0,0"
4/2022,Ngaliyan,"138.525,0","9,0","1,0"
5/2022,Ngaliyan,"138.525,0","5,0","0,0"
6/2022,Ngaliyan,"138.525,0","9,0","3,0"
7/2022,Ngaliyan,"138.525,0","8,0","0,0"
8/2022,Ngaliyan,"138.525,0","10,0","0,0"
9/2022,Ngaliyan,"138.525,0","7,0","0,0"
10/2022,Ngaliyan,"138.525,0","4,0","0,0"
11/2022,Ngaliyan,"138.525,0","1,0","0,0"
12/2022,Ngaliyan,"138.525,0","2,0","0,0"
1/2022,Pedurungan,"192.653,0","7,0","0,0"
2/2022,Pedurungan,"192.653,0","9,0","0,0"
3/2022,Pedurungan,"192.653,0","7,0","0,0"
4/2022,Pedurungan,"192.653,0","8,0","0,0"
5/2022,Pedurungan,"192.653,0","12,0","0,0"
6/2022,Pedurungan,"192.653,0","4,0","0,0"
7/2022,Pedurungan,"192.653,0","5,0","0,0"
8/2022,Pedurungan,"192.653,0","5,0","0,0"
9/2022,Pedurungan,"192.653,0","2,0","0,0"
10/2022,Pedurungan,"192.653,0","4,0","0,0"
11/2022,Pedurungan,"192.653,0","7,0","0,0"
12/2022,Pedurungan,"192.653,0","10,0","0,0"
1/2022,Semarang Barat,"159.222,0","8,0","1,0"
2/2022,Semarang Barat,"159.222,0","9,0","0,0"
3/2022,Semarang Barat,"159.222,0","13,0","2,0"
4/2022,Semarang Barat,"159.222,0","11,0","0,0"
5/2022,Semarang Barat,"159.222,0","3,0","0,0"
6/2022,Semarang Barat,"159.222,0","7,0","0,0"
7/2022,Semarang Barat,"159.222,0","4,0","2,0"
8/2022,Semarang Barat,"159.222,0","3,0","0,0"
9/2022,Semarang Barat,"159.222,0","3,0","0,0"
10/2022,Semarang Barat,"159.222,0","5,0","0,0"
11/2022,Semarang Barat,"159.222,0","6,0","0,0"
12/2022,Semarang Barat,"159.222,0","3,0","0,0"
1/2022,Semarang Selatan,"69.530,0","2,0","0,0"
2/2022,Semarang Selatan,"69.530,0","4,0","0,0"
3/2022,Semarang Selatan,"69.530,0","4,0","0,0"
4/2022,Semarang Selatan,"69.530,0","1,0","0,0"
5/2022,Semarang Selatan,"69.530,0","2,0","0,0"
6/2022,Semarang Selatan,"69.530,0","4,0","0,0"
7/2022,Semarang Selatan,"69.530,0","3,0","0,0"
8/2022,Semarang Selatan,"69.530,0","2,0","0,0"
9/2022,Semarang Selatan,"69.530,0","0,0","0,0"
10/2022,Semarang Selatan,"69.530,0","0,0","0,0"
11/2022,Semarang Selatan,"69.530,0","3,0","0,0"
12/2022,Semarang Selatan,"69.530,0","3,0","0,0"
1/2022,Semarang Tengah,"61.288,0","2,0","0,0"
2/2022,Semarang Tengah,"61.288,0","1,0","0,0"
3/2022,Semarang Tengah,"61.288,0","2,0","1,0"
4/2022,Semarang Tengah,"61.288,0","4,0","1,0"
5/2022,Semarang Tengah,"61.288,0","1,0","0,0"
6/2022,Semarang Tengah,"61.288,0","0,0","0,0"
7/2022,Semarang Tengah,"61.288,0","1,0","0,0"
8/2022,Semarang Tengah,"61.288,0","2,0","0,0"
9/2022,Semarang Tengah,"61.288,0","2,0","0,0"
10/2022,Semarang Tengah,"61.288,0","0,0","0,0"
11/2022,Semarang Tengah,"61.288,0","1,0","0,0"
12/2022,Semarang Tengah,"61.288,0","0,0","0,0"
1/2022,Semarang Timur,"73.546,0","1,0","1,0"
2/2022,Semarang Timur,"73.546,0","0,0","0,0"
3/2022,Semarang Timur,"73.546,0","1,0","0,0"
4/2022,Semarang Timur,"73.546,0","5,0","0,0"
5/2022,Semarang Timur,"73.546,0","2,0","0,0"
6/2022,Semarang Timur,"73.546,0","2,0","0,0"
7/2022,Semarang Timur,"73.546,0","3,0","0,0"
8/2022,Semarang Timur,"73.546,0","4,0","0,0"
9/2022,Semarang Timur,"73.546,0","0,0","0,0"
10/2022,Semarang Timur,"73.546,0","0,0","0,0"
11/2022,Semarang Timur,"73.546,0","0,0","0,0"
12/2022,Semarang Timur,"73.546,0","3,0","0,0"
1/2022,Semarang Utara,"126.148,0","4,0","0,0"
2/2022,Semarang Utara,"126.148,0","5,0","0,0"
3/2022,Semarang Utara,"126.148,0","2,0","0,0"
4/2022,Semarang Utara,"126.148,0","6,0","0,0"
5/2022,Semarang Utara,"126.148,0","10,0","1,0"
6/2022,Semarang Utara,"126.148,0","8,0","0,0"
7/2022,Semarang Utara,"126.148,0","12,0","2,0"
8/2022,Semarang Utara,"126.148,0","11,0","0,0"
9/2022,Semarang Utara,"126.148,0","4,0","0,0"
10/2022,Semarang Utara,"126.148,0","2,0","0,0"
11/2022,Semarang Utara,"126.148,0","1,0","0,0"
12/2022,Semarang Utara,"126.148,0","1,0","0,0"
1/2022,Tembalang,"178.914,0","11,0","0,0"
2/2022,Tembalang,"178.914,0","16,0","0,0"
3/2022,Tembalang,"178.914,0","18,0","0,0"
4/2022,Tembalang,"178.914,0","8,0","0,0"
5/2022,Tembalang,"178.914,0","12,0","0,0"
6/2022,Tembalang,"178.914,0","8,0","0,0"
7/2022,Tembalang,"178.914,0","8,0","0,0"
8/2022,Tembalang,"178.914,0","11,0","0,0"
9/2022,Tembalang,"178.914,0","6,0","0,0"
10/2022,Tembalang,"178.914,0","2,0","0,0"
11/2022,Tembalang,"178.914,0","10,0","0,0"
12/2022,Tembalang,"178.914,0","13,0","0,0"
1/2022,Tugu,"33.634,0","1,0","0,0"
2/2022,Tugu,"33.634,0","6,0","1,0"
3/2022,Tugu,"33.634,0","2,0","1,0"
4/2022,Tugu,"33.634,0","8,0","3,0"
5/2022,Tugu,"33.634,0","1,0","0,0"
6/2022,Tugu,"33.634,0","0,0","0,0"
7/2022,Tugu,"33.634,0","2,0","0,0"
8/2022,Tugu,"33.634,0","1,0","0,0"
9/2022,Tugu,"33.634,0","1,0","0,0"
10/2022,Tugu,"33.634,0","1,0","0,0"
11/2022,Tugu,"33.634,0","2,0","0,0"
12/2022,Tugu,"33.634,0","3,0","0,0"
1/2023,Banyumanik,"139.846,0","11,0","1,0"
2/2023,Banyumanik,"139.846,0","3,0","0,0"
3/2023,Banyumanik,"139.846,0","3,0","0,0"
4/2023,Banyumanik,"139.846,0","5,0","0,0"
5/2023,Banyumanik,"139.846,0","4,0","0,0"
6/2023,Banyumanik,"139.846,0","2,0","0,0"
7/2023,Banyumanik,"139.846,0","1,0","0,0"
8/2023,Banyumanik,"139.846,0","0,0","0,0"
9/2023,Banyumanik,"139.846,0","0,0","0,0"
10/2023,Banyumanik,"139.846,0","0,0","0,0"
11/2023,Banyumanik,"139.846,0","2,0","0,0"
12/2023,Banyumanik,"139.846,0","3,0","0,0"
1/2023,Candisari,"80.625,0","5,0","1,0"
2/2023,Candisari,"80.625,0","3,0","0,0"
3/2023,Candisari,"80.625,0","1,0","0,0"
4/2023,Candisari,"80.625,0","1,0","0,0"
5/2023,Candisari,"80.625,0","1,0","0,0"
6/2023,Candisari,"80.625,0","0,0","0,0"
7/2023,Candisari,"80.625,0","0,0","0,0"
8/2023,Candisari,"80.625,0","0,0","0,0"
9/2023,Candisari,"80.625,0","1,0","0,0"
10/2023,Candisari,"80.625,0","1,0","0,0"
11/2023,Candisari,"80.625,0","0,0","0,0"
12/2023,Candisari,"80.625,0","0,0","0,0"
1/2023,Gajah Mungkur,"60.243,0","2,0","0,0"
2/2023,Gajah Mungkur,"60.243,0","2,0","0,0"
3/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
4/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
5/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
6/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
7/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
8/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
9/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
10/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
11/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
12/2023,Gajah Mungkur,"60.243,0","0,0","0,0"
1/2023,Gayamsari,"74.109,0","3,0","0,0"
2/2023,Gayamsari,"74.109,0","2,0","0,0"
3/2023,Gayamsari,"74.109,0","4,0","0,0"
4/2023,Gayamsari,"74.109,0","4,0","0,0"
5/2023,Gayamsari,"74.109,0","2,0","0,0"
6/2023,Gayamsari,"74.109,0","4,0","1,0"
7/2023,Gayamsari,"74.109,0","0,0","0,0"
8/2023,Gayamsari,"74.109,0","1,0","0,0"
9/2023,Gayamsari,"74.109,0","0,0","0,0"
10/2023,Gayamsari,"74.109,0","0,0","0,0"
11/2023,Gayamsari,"74.109,0","0,0","0,0"
12/2023,Gayamsari,"74.109,0","0,0","0,0"
1/2023,Genuk,"114.303,0","6,0","0,0"
2/2023,Genuk,"114.303,0","9,0","0,0"
3/2023,Genuk,"114.303,0","7,0","1,0"
4/2023,Genuk,"114.303,0","7,0","0,0"
5/2023,Genuk,"114.303,0","0,0","0,0"
6/2023,Genuk,"114.303,0","6,0","1,0"
7/2023,Genuk,"114.303,0","0,0","0,0"
8/2023,Genuk,"114.303,0","1,0","0,0"
9/2023,Genuk,"114.303,0","1,0","0,0"
10/2023,Genuk,"114.303,0","1,0","0,0"
11/2023,Genuk,"114.303,0","0,0","0,0"
12/2023,Genuk,"114.303,0","1,0","0,0"
1/2023,Gunungpati,"94.065,0","5,0","0,0"
2/2023,Gunungpati,"94.065,0","1,0","0,0"
3/2023,Gunungpati,"94.065,0","0,0","0,0"
4/2023,Gunungpati,"94.065,0","2,0","0,0"
5/2023,Gunungpati,"94.065,0","1,0","0,0"
6/2023,Gunungpati,"94.065,0","1,0","0,0"
7/2023,Gunungpati,"94.065,0","1,0","0,0"
8/2023,Gunungpati,"94.065,0","0,0","0,0"
9/2023,Gunungpati,"94.065,0","1,0","0,0"
10/2023,Gunungpati,"94.065,0","0,0","0,0"
11/2023,Gunungpati,"94.065,0","0,0","0,0"
12/2023,Gunungpati,"94.065,0","0,0","0,0"
1/2023,Mijen,"73.728,0","5,0","0,0"
2/2023,Mijen,"73.728,0","0,0","0,0"
3/2023,Mijen,"73.728,0","3,0","0,0"
4/2023,Mijen,"73.728,0","3,0","0,0"
5/2023,Mijen,"73.728,0","4,0","0,0"
6/2023,Mijen,"73.728,0","4,0","0,0"
7/2023,Mijen,"73.728,0","0,0","0,0"
8/2023,Mijen,"73.728,0","1,0","0,0"
9/2023,Mijen,"73.728,0","0,0","0,0"
10/2023,Mijen,"73.728,0","0,0","0,0"
11/2023,Mijen,"73.728,0","0,0","0,0"
12/2023,Mijen,"73.728,0","1,0","0,0"
1/2023,Ngaliyan,"138.525,0","14,0","0,0"
2/2023,Ngaliyan,"138.525,0","5,0","0,0"
3/2023,Ngaliyan,"138.525,0","2,0","0,0"
4/2023,Ngaliyan,"138.525,0","4,0","0,0"
5/2023,Ngaliyan,"138.525,0","7,0","0,0"
6/2023,Ngaliyan,"138.525,0","3,0","0,0"
7/2023,Ngaliyan,"138.525,0","1,0","0,0"
8/2023,Ngaliyan,"138.525,0","0,0","0,0"
9/2023,Ngaliyan,"138.525,0","0,0","0,0"
10/2023,Ngaliyan,"138.525,0","1,0","0,0"
11/2023,Ngaliyan,"138.525,0","1,0","0,0"
12/2023,Ngaliyan,"138.525,0","0,0","0,0"
1/2023,Pedurungan,"192.653,0","10,0","0,0"
2/2023,Pedurungan,"192.653,0","8,0","1,0"
3/2023,Pedurungan,"192.653,0","9,0","0,0"
4/2023,Pedurungan,"192.653,0","10,0","1,0"
5/2023,Pedurungan,"192.653,0","9,0","0,0"
6/2023,Pedurungan,"192.653,0","4,0","0,0"
7/2023,Pedurungan,"192.653,0","2,0","0,0"
8/2023,Pedurungan,"192.653,0","2,0","0,0"
9/2023,Pedurungan,"192.653,0","3,0","0,0"
10/2023,Pedurungan,"192.653,0","0,0","0,0"
11/2023,Pedurungan,"192.653,0","1,0","0,0"
12/2023,Pedurungan,"192.653,0","2,0","0,0"
1/2023,Semarang Barat,"159.222,0","2,0","0,0"
2/2023,Semarang Barat,"159.222,0","2,0","0,0"
3/2023,Semarang Barat,"159.222,0","6,0","0,0"
4/2023,Semarang Barat,"159.222,0","7,0","1,0"
5/2023,Semarang Barat,"159.222,0","2,0","0,0"
6/2023,Semarang Barat,"159.222,0","2,0","0,0"
7/2023,Semarang Barat,"159.222,0","2,0","0,0"
8/2023,Semarang Barat,"159.222,0","2,0","0,0"
9/2023,Semarang Barat,"159.222,0","2,0","1,0"
10/2023,Semarang Barat,"159.222,0","0,0","0,0"
11/2023,Semarang Barat,"159.222,0","0,0","0,0"
12/2023,Semarang Barat,"159.222,0","0,0","0,0"
1/2023,Semarang Selatan,"69.530,0","0,0","0,0"
2/2023,Semarang Selatan,"69.530,0","3,0","0,0"
3/2023,Semarang Selatan,"69.530,0","0,0","0,0"
4/2023,Semarang Selatan,"69.530,0","2,0","0,0"
5/2023,Semarang Selatan,"69.530,0","1,0","0,0"
6/2023,Semarang Selatan,"69.530,0","1,0","0,0"
7/2023,Semarang Selatan,"69.530,0","1,0","1,0"
8/2023,Semarang Selatan,"69.530,0","0,0","0,0"
9/2023,Semarang Selatan,"69.530,0","0,0","0,0"
10/2023,Semarang Selatan,"69.530,0","0,0","0,0"
11/2023,Semarang Selatan,"69.530,0","0,0","0,0"
12/2023,Semarang Selatan,"69.530,0","1,0","0,0"
1/2023,Semarang Tengah,"61.288,0","0,0","0,0"
2/2023,Semarang Tengah,"61.288,0","1,0","0,0"
3/2023,Semarang Tengah,"61.288,0","0,0","0,0"
4/2023,Semarang Tengah,"61.288,0","2,0","0,0"
5/2023,Semarang Tengah,"61.288,0","1,0","0,0"
6/2023,Semarang Tengah,"61.288,0","0,0","0,0"
7/2023,Semarang Tengah,"61.288,0","0,0","0,0"
